year,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,Y86,Y87,Y88,Y89,Y90,Y91,Y92,Y93,Y94,Y95,Y96,Y97,Y98,Y99,Y100,Y101,Y102,Y103,Y104,Y105,Y106,Y107,Y108,Y109,Y110,Y111,Y112,Y113,Y114,Y115,Y116,Y117,Y118,Y119,Y120,Y121,Y122,Y123,Y124,Y125
1992,572,51,31,23,15,13,16,13,13,14,11,9,13,14,19,19,24,31,33,32,33,33,31,33,33,34,34,32,42,43,38,50,54,58,60,73,74,82,90,102,112,116,137,134,163,179,203,219,236,254,296,315,371,393,429,461,515,610,666,719,831,912,1012,1112,1246,1430,1505,1661,1881,2017,2222,2430,2768,2919,3317,3668,3981,4369,4765,5348,5923,6630,7249,8069,8956,9879,11008,12111,12987,14416,15979,17182,18991,20285,21729,24683,25652,28386,28441,30674,31973,35440,36267,35667,42181,42321,40764,35220,49438,0,31373,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1993,563,45,27,24,17,17,15,12,10,11,14,11,14,18,21,22,30,30,28,32,35,32,29,28,35,33,40,44,41,38,49,54,55,51,63,64,78,83,78,94,109,133,133,154,154,181,193,217,228,250,308,323,374,396,426,467,510,589,661,743,827,918,1013,1145,1206,1404,1544,1685,1836,2045,2307,2497,2730,3084,3254,3600,4080,4528,4939,5517,6125,6757,7530,8421,9231,10214,11294,12799,13774,15359,16671,17922,19933,21927,23370,25122,27850,29148,30962,32898,35800,35863,38673,38681,38786,48722,43887,44838,47761,48980,71795,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1994,540,48,29,18,14,14,13,9,10,11,11,10,13,14,19,17,21,27,26,30,25,33,31,31,32,31,34,38,36,43,45,48,55,60,57,68,76,85,87,105,117,126,135,150,159,180,198,217,229,257,292,307,349,403,423,451,495,560,568,688,756,861,947,1058,1171,1313,1473,1609,1796,1947,2185,2387,2635,2878,3205,3369,3783,4252,4693,5135,5839,6388,7140,7885,8732,9675,10668,11763,13157,14144,15621,16989,18430,20435,22106,23484,25972,28259,29511,29987,32616,35431,37202,36512,42715,37434,44508,41212,27746,66667,62745,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1995,541,46,22,19,14,16,13,11,9,10,14,14,13,16,18,22,25,26,31,32,29,32,31,31,34,31,36,47,36,40,43,47,56,63,64,71,67,76,90,98,112,124,130,140,171,182,193,211,231,265,296,335,354,387,417,478,512,543,619,657,751,828,909,1035,1144,1328,1448,1541,1773,1942,2191,2400,2643,2937,3212,3596,3755,4197,4745,5326,5878,6517,7183,7955,9009,9856,10953,11979,13297,14605,16204,17583,19273,20943,23582,24747,27171,28355,29617,32335,34157,36677,37674,37837,37931,46207,41767,48168,38554,32323,43243,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1996,541,42,29,16,13,15,13,8,9,12,9,8,10,13,21,22,27,30,31,33,32,35,29,34,30,36,37,40,44,41,47,46,57,58,65,70,79,79,94,96,104,118,129,153,147,178,189,205,221,243,289,326,339,377,400,456,481,564,613,675,733,805,907,963,1131,1245,1350,1555,1766,1949,2159,2352,2602,2889,3144,3488,3898,4108,4725,5299,5830,6522,7210,8088,8901,9757,11042,12036,13205,14633,16042,17619,19097,20884,22958,24519,26833,27638,30062,32018,33589,39243,35853,39216,46561,38846,46231,42822,50000,39604,59813,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1997,524,39,25,17,13,13,12,11,10,12,14,10,11,15,16,27,24,31,29,29,30,37,32,27,39,34,30,32,34,46,43,51,48,52,56,72,76,83,90,99,104,107,131,150,163,169,182,221,232,238,274,305,349,369,405,430,476,556,592,652,748,828,904,942,1057,1227,1382,1493,1662,1835,2066,2320,2624,2888,3073,3463,3816,4270,4465,5072,5794,6372,7230,7908,8631,9778,10853,11897,13246,14696,15892,17646,19411,21112,23130,24588,26327,28582,29712,31895,34966,35320,39330,45249,41153,42244,43216,57658,38835,38462,44944,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1998,498,42,26,17,10,12,14,12,9,12,8,13,15,14,13,17,31,32,32,31,31,30,33,33,32,39,35,38,39,41,48,48,46,57,53,64,71,81,87,93,105,123,122,141,166,171,179,203,221,256,273,310,324,353,408,449,461,530,586,648,706,764,875,923,1061,1148,1301,1480,1592,1841,2040,2281,2540,2804,3088,3298,3758,4120,4636,4746,5551,6284,7049,7798,8695,9373,10686,11736,13134,14442,15792,17176,19100,21017,22856,24426,26237,28297,29758,32137,36166,35574,38355,42199,36809,48069,61404,52632,66298,61069,38835,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1999,508,39,30,18,12,12,12,9,10,8,13,13,13,12,14,21,23,31,30,31,32,36,36,27,33,29,36,35,45,37,46,46,47,57,59,64,72,76,80,92,102,118,134,146,158,170,185,206,229,250,292,288,323,326,392,434,465,519,567,646,723,780,848,924,1026,1144,1256,1423,1536,1748,1970,2215,2472,2757,3065,3342,3732,4073,4624,5070,5294,6193,7130,7761,8670,9792,10710,11894,13078,14690,16080,17837,19611,21414,23227,24707,27313,28959,31314,32139,35112,36642,41285,38601,50392,45884,50321,43478,43636,34783,63717,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2000,504,32,17,19,15,12,10,8,10,9,11,11,9,12,14,14,21,24,39,34,31,29,32,35,36,36,35,39,38,40,46,49,49,56,59,68,76,73,84,92,107,117,134,142,152,162,196,210,214,246,269,282,335,351,387,428,459,522,552,608,692,743,807,869,1015,1088,1224,1336,1498,1685,1855,2096,2298,2556,2951,3230,3594,3983,4361,4814,5502,5525,6613,7633,8473,9433,10296,11409,12699,13881,15315,17158,18823,20472,22179,24825,26567,28248,29572,31046,33139,36326,35806,40468,41898,44920,43922,50891,55172,68293,65574,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2001,501,34,21,18,15,12,13,11,13,10,7,12,11,11,12,19,25,27,30,24,31,33,31,31,30,32,39,37,35,39,40,49,53,53,62,73,74,72,85,89,99,113,118,151,146,160,188,202,217,244,285,294,317,320,390,404,446,508,537,604,663,750,788,889,941,1064,1142,1282,1431,1592,1805,2002,2254,2563,2773,3131,3478,3864,4209,4719,5330,6098,6155,7281,8434,9292,10185,11381,12506,13969,15059,16792,18262,20645,21930,24260,25981,27966,30414,31430,34544,36186,38091,38962,41091,42184,38726,39604,62439,66667,42105,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2002,458,36,19,13,16,12,12,9,10,8,12,6,11,13,18,14,25,28,26,31,30,30,28,30,33,35,33,35,34,39,40,51,50,53,63,63,65,73,84,91,94,101,122,138,149,170,196,200,233,242,255,280,304,342,370,405,442,497,516,573,671,714,794,848,953,1014,1165,1269,1398,1546,1699,1981,2236,2474,2752,3150,3484,3818,4300,4693,5337,5918,6787,6722,8031,9371,10350,11471,12803,14154,15607,17077,19106,21009,22551,24224,26482,27792,30210,32621,34384,35418,40268,40127,43605,41364,44884,59072,31818,54545,48980,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2003,486,39,23,17,14,13,10,8,9,10,11,11,15,9,15,16,20,26,26,29,29,28,33,31,29,31,38,36,40,45,48,48,49,52,63,60,70,71,84,89,103,108,118,136,152,158,179,212,223,235,268,287,318,337,356,411,444,441,529,600,650,714,764,819,947,1053,1112,1263,1374,1551,1659,1896,2169,2414,2724,3080,3422,3843,4227,4816,5300,5854,6696,7579,7586,9258,10612,11888,12941,14408,15867,17109,18993,21508,23081,25347,27101,29716,31245,32573,35541,37385,40909,43284,44444,42833,51030,39070,44240,58537,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2004,469,37,19,15,14,10,12,8,8,7,8,8,13,12,12,18,24,23,28,34,29,30,29,33,28,33,34,34,37,40,47,45,49,52,60,65,70,77,87,90,89,103,115,131,145,158,186,199,208,218,261,284,281,330,346,372,426,470,491,554,626,657,735,813,896,965,1094,1187,1362,1463,1606,1766,2015,2301,2586,2900,3238,3582,4060,4380,4968,5626,6273,6948,7928,7962,9579,11085,12393,13441,14926,16530,18328,19671,22343,23608,25871,27923,29128,31349,32940,36520,36599,39778,42047,38159,45509,48393,39640,52459,51064,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2005,442,38,16,13,9,8,10,10,7,8,9,9,13,12,14,13,24,25,27,28,30,28,28,30,26,28,32,38,36,38,39,44,49,52,57,57,68,78,77,87,96,96,120,127,146,147,158,184,224,240,261,270,310,317,356,383,422,480,498,524,574,668,722,786,890,990,1115,1187,1275,1423,1536,1731,1985,2142,2483,2801,3158,3509,3994,4450,4930,5563,6150,6976,7760,8777,8676,10624,12265,13895,14908,16682,18151,20430,21884,24068,25709,27825,30312,32202,33376,37874,39625,41029,41368,48415,42324,43160,48227,58065,77419,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2006,456,41,20,15,12,10,11,7,11,5,8,10,10,13,13,18,18,25,26,26,26,25,26,25,28,30,34,31,41,35,42,37,40,54,52,57,69,73,78,90,93,102,117,127,138,156,161,185,218,219,261,262,306,320,341,370,429,436,473,551,559,652,718,791,870,926,1033,1152,1292,1331,1506,1708,1875,2107,2438,2691,2969,3371,3792,4298,4755,5363,5903,6645,7518,8417,9513,9376,11445,13002,14421,16353,17794,19703,21261,23158,25118,27196,29079,30023,33105,35148,37952,38564,37372,45809,49383,35992,48000,53333,86154,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2007,435,33,17,15,10,9,9,8,7,8,11,9,12,11,13,13,19,25,26,24,21,27,26,24,30,25,31,27,32,38,41,40,50,51,56,62,61,71,76,89,102,107,114,126,127,155,162,185,205,216,248,265,271,323,356,384,414,447,473,511,572,646,678,801,845,911,1016,1128,1207,1399,1547,1648,1838,2084,2316,2566,2940,3284,3636,4184,4763,5289,5919,6662,7499,8429,9421,10616,10253,12707,14623,15897,18134,19851,21488,23534,25883,26850,29545,31502,34133,35250,38598,42002,41941,42229,37639,35424,38754,57831,48485,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2008,419,32,20,17,13,9,9,10,9,10,8,9,8,11,9,16,15,23,29,27,25,27,27,25,27,28,32,32,32,37,39,42,53,54,63,59,62,72,83,90,98,108,114,126,137,148,170,177,197,211,258,278,280,303,363,369,398,431,468,541,581,643,666,755,839,911,974,1101,1218,1340,1481,1625,1804,2062,2299,2534,2892,3213,3635,4112,4679,5291,5859,6628,7400,8274,9242,10539,12263,11503,13702,16625,18503,20389,22234,23960,26023,27825,31476,32590,34790,35660,39169,43943,43868,45253,46291,49425,35017,61878,71910,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2009,419,25,20,15,13,11,8,7,7,11,8,9,10,11,13,15,20,19,23,25,25,27,21,26,23,30,29,31,36,39,41,43,44,46,59,62,62,69,76,83,101,103,109,120,139,154,158,168,186,203,240,222,281,310,344,362,398,425,463,521,554,605,653,724,800,865,966,1022,1161,1258,1448,1557,1723,1928,2153,2383,2668,2983,3397,3903,4403,4888,5509,6283,6982,7795,8811,9886,11144,12724,12393,14535,17363,18725,20753,22819,24112,25656,28107,29680,31511,36312,35805,36386,40971,46062,44278,43697,53619,43902,31373,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2010,410,30,14,13,10,8,8,8,10,8,8,7,9,8,15,16,18,23,22,25,24,18,20,26,26,25,28,35,37,30,42,39,49,50,49,62,68,78,81,74,90,108,107,119,134,136,152,167,184,207,219,252,288,297,341,349,394,435,472,492,553,606,639,699,760,841,936,1004,1124,1275,1433,1538,1706,1889,2079,2316,2647,2954,3368,3792,4225,4820,5472,6200,6996,7816,8726,9709,10906,12398,14598,13759,16084,18875,20819,22290,24586,26306,27731,29588,32586,34989,37597,40566,40560,39225,42730,43394,44444,31285,67974,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2011,379,31,15,11,10,8,8,4,7,6,4,9,9,8,9,9,13,17,19,22,19,24,23,25,25,28,29,34,32,33,37,43,45,50,55,61,62,64,74,81,90,102,109,120,126,142,165,155,180,198,221,248,265,294,322,339,376,422,420,506,547,579,624,688,757,802,913,1012,1094,1201,1370,1489,1694,1774,2046,2254,2524,2880,3222,3593,4109,4587,5232,5962,6634,7458,8454,9386,10615,11817,13568,15493,14792,16955,19885,22371,23539,25765,27606,29452,30752,34202,34623,38406,37669,44842,34708,42377,37403,52830,68750,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2012,362,26,11,12,9,11,9,8,7,6,7,6,9,8,9,12,11,17,16,20,21,20,19,23,23,26,24,29,34,33,35,40,41,46,53,52,52,64,74,83,87,93,106,109,122,143,145,164,172,199,213,241,261,288,299,343,372,392,457,508,531,588,641,673,731,809,886,1017,1068,1200,1351,1450,1687,1846,2054,2273,2549,2860,3216,3660,4181,4734,5232,6055,6913,7703,8793,9647,10908,12415,13911,15666,18310,17068,19630,22494,25412,26423,28666,31154,32534,34388,35315,37345,39934,44977,47768,44064,53333,30332,55172,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2013,379,38,19,11,10,9,9,8,7,7,7,7,8,10,12,14,16,18,20,21,22,23,23,24,24,26,28,30,33,36,40,43,47,51,55,60,65,72,78,86,93,101,109,118,128,138,150,164,180,199,219,241,265,292,321,351,384,419,456,495,537,582,632,686,748,817,894,983,1085,1201,1331,1475,1633,1804,1995,2213,2465,2762,3108,3513,3980,4515,5121,5807,6578,7436,8382,9422,10558,11796,13147,14628,16254,18020,19897,21847,23833,25841,27896,30034,32330,34874,37629,40676,43952,47108,50071,53331,55951,59481,64226,66458,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2014,358,36,18,10,9,9,8,7,7,7,7,7,8,9,11,13,15,17,18,20,21,21,22,22,23,24,26,29,31,35,38,41,45,49,53,57,63,69,76,83,90,97,105,113,121,131,143,156,171,188,207,228,251,276,304,333,365,399,435,473,513,556,603,654,712,776,848,931,1025,1133,1255,1391,1542,1707,1889,2093,2328,2602,2921,3293,3724,4220,4788,5433,6164,6983,7890,8890,9985,11178,12477,13897,15450,17138,18939,20810,22713,24642,26630,28723,30976,33460,36173,39160,42412,45507,48321,51601,54446,59991,64583,65625,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2015,349,35,17,10,9,8,8,7,7,6,6,7,8,9,11,12,14,16,18,19,20,21,21,22,22,24,26,28,31,34,37,41,44,48,52,57,62,68,75,82,89,96,103,111,119,129,140,152,167,184,203,223,246,271,298,326,358,391,427,465,506,549,595,645,701,763,832,911,1002,1106,1223,1355,1502,1666,1846,2047,2275,2539,2844,3198,3608,4080,4624,5248,5959,6761,7654,8644,9732,10920,12212,13622,15160,16825,18603,20459,22343,24250,26225,28316,30588,33096,35828,38835,42156,45349,48033,51055,54063,60372,64405,60833,79167,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2016,341,35,17,10,9,8,8,7,6,6,6,7,7,9,10,12,14,15,17,18,19,20,21,21,22,23,25,27,30,33,37,40,44,48,52,56,62,68,74,81,88,95,102,109,117,126,137,149,163,180,198,219,241,265,291,320,350,384,419,457,498,541,587,637,691,751,818,895,982,1082,1195,1322,1465,1624,1803,2002,2226,2483,2777,3116,3506,3956,4475,5073,5760,6540,7415,8391,9468,10649,11936,13340,14869,16519,18275,20108,21979,23869,25824,27903,30174,32695,35440,38477,41827,45048,48058,51394,54279,59370,61696,55000,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2017,333,34,17,10,8,8,7,7,6,6,6,6,7,9,10,12,13,15,17,18,19,20,20,20,21,23,25,27,30,33,36,40,44,47,51,56,61,67,74,80,87,94,100,107,115,124,134,146,160,176,194,214,236,260,286,313,344,376,411,449,489,533,579,628,682,741,806,880,964,1060,1169,1292,1430,1585,1759,1956,2178,2430,2717,3044,3418,3847,4341,4912,5572,6326,7178,8134,9197,10367,11647,13046,14569,16212,17953,19765,21616,23493,25431,27489,29739,32258,35014,38070,41426,44629,47613,51082,54651,59928,63468,56667,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2018,325,33,16,9,8,8,7,7,6,6,6,6,7,8,10,11,13,15,16,17,18,19,19,20,21,22,24,27,29,33,36,40,43,47,51,55,61,67,73,80,86,93,99,106,113,121,131,143,157,172,190,210,231,255,280,307,337,369,403,440,481,524,570,620,673,731,795,867,949,1042,1147,1266,1399,1548,1717,1910,2130,2379,2661,2980,3341,3752,4224,4768,5399,6123,6947,7878,8921,10076,11346,12738,14256,15894,17630,19429,21259,23117,25041,27077,29307,31817,34578,37665,41023,44232,47270,50436,54265,59683,64788,58333,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2019,318,32,16,9,8,8,7,7,6,6,6,6,7,8,9,11,13,14,16,17,18,18,19,20,20,22,24,26,29,32,36,39,43,46,50,55,60,66,72,79,86,92,98,104,111,119,129,140,153,169,187,206,227,250,275,302,330,362,395,432,472,515,561,610,664,722,785,855,935,1025,1127,1242,1371,1515,1679,1866,2082,2328,2607,2920,3272,3670,4122,4643,5245,5937,6729,7631,8646,9780,11034,12415,13928,15562,17295,19091,20910,22749,24656,26680,28896,31388,34148,37223,40566,43870,47104,50067,54400,59772,62020,55952,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2020,311,32,15,9,8,7,7,6,6,6,6,6,7,8,9,11,12,14,15,17,17,18,19,19,20,21,23,26,29,32,35,39,42,46,50,54,60,66,72,78,85,91,97,103,109,117,126,137,150,166,183,202,223,245,270,296,324,355,388,424,463,505,551,600,654,712,775,844,923,1011,1110,1221,1346,1486,1644,1826,2036,2277,2553,2863,3209,3597,4034,4534,5110,5772,6530,7397,8380,9484,10716,12082,13584,15212,16943,18740,20558,22389,24280,26292,28494,30959,33672,36714,40092,43466,46645,49819,54313,59857,59837,57738,79167,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2021,305,31,15,9,8,7,7,6,6,5,6,6,6,8,9,10,12,13,15,16,17,17,18,19,19,21,23,25,28,32,35,38,42,45,49,54,59,65,71,78,84,90,96,101,108,115,124,135,147,162,179,198,219,241,265,291,319,349,381,416,455,496,541,590,644,701,764,834,911,997,1094,1202,1323,1459,1613,1789,1993,2229,2499,2805,3148,3529,3956,4440,4994,5627,6352,7182,8128,9198,10399,11741,13227,14846,16573,18369,20188,22023,23907,25903,28085,30527,33205,36234,39604,42901,46185,49602,53857,59305,61012,63244,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2022,299,30,15,8,8,7,7,6,6,5,5,6,6,7,9,10,12,13,14,15,16,17,18,18,19,20,22,25,28,31,34,38,41,45,49,53,59,64,71,77,83,89,94,100,106,113,122,132,145,159,176,195,215,237,260,285,313,342,374,409,447,487,532,580,633,691,753,823,899,984,1080,1186,1304,1436,1585,1756,1954,2183,2447,2747,3086,3464,3884,4356,4892,5502,6197,6991,7898,8928,10092,11401,12863,14466,16184,17977,19801,21642,23529,25517,27684,30113,32793,35787,39129,42426,45640,49072,53109,58124,59954,62847,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2023,293,29,14,8,7,7,6,6,5,5,5,6,6,7,8,10,11,13,14,15,16,17,17,18,19,20,22,24,27,31,34,37,41,45,48,53,58,64,70,76,82,88,93,99,104,111,120,130,142,156,173,191,211,233,256,281,308,337,368,402,439,479,523,570,623,680,742,811,887,972,1066,1170,1286,1415,1560,1727,1920,2142,2399,2692,3025,3398,3814,4279,4802,5393,6063,6825,7694,8681,9802,11072,12498,14075,15779,17565,19390,21238,23134,25131,27295,29702,32366,35349,38653,41915,45036,48315,52070,55936,58675,58965,79167,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2024,287,29,14,8,7,7,6,6,5,5,5,6,6,7,8,10,11,12,14,15,16,16,17,17,18,20,21,24,27,30,34,37,40,44,48,52,58,63,69,75,81,87,92,97,103,109,118,127,139,154,170,188,207,229,251,276,303,331,362,395,432,471,514,561,612,668,730,799,875,959,1052,1155,1269,1396,1538,1700,1888,2105,2355,2641,2966,3333,3744,4205,4720,5298,5946,6682,7515,8462,9538,10762,12146,13686,15363,17135,18957,20810,22716,24723,26897,29304,31948,34916,38190,41411,44539,47621,51438,54514,59614,56981,62500,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2025,282,29,14,8,7,7,6,6,5,5,5,5,6,7,8,9,11,12,13,14,15,16,16,17,18,19,21,24,27,30,33,37,40,44,48,52,57,63,69,75,81,86,91,96,101,108,116,125,137,151,167,184,204,225,247,272,298,326,356,389,425,463,506,552,602,657,718,787,864,949,1041,1142,1253,1377,1517,1676,1860,2072,2316,2595,2912,3271,3675,4130,4641,5210,5844,6557,7361,8272,9304,10479,11813,13308,14947,16695,18504,20356,22270,24286,26469,28893,31542,34493,37765,41005,44110,47268,51180,54419,59370,59196,52500,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2026,277,28,13,8,7,7,6,5,5,5,5,5,6,7,8,9,11,12,13,14,15,16,16,17,18,19,21,23,26,29,33,36,40,43,47,51,56,62,68,74,80,85,90,95,100,106,114,123,135,149,164,182,200,221,243,267,293,320,350,383,418,456,498,543,592,647,707,776,856,942,1032,1129,1237,1360,1498,1654,1833,2041,2280,2553,2862,3213,3609,4057,4562,5125,5750,6447,7228,8107,9100,10229,11511,12954,14546,16254,18040,19883,21797,23822,26016,28448,31108,34065,37320,40533,43693,46935,50803,54651,59928,63468,56667,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2027,273,28,13,8,7,6,6,5,5,5,5,5,6,7,8,9,11,12,13,14,15,15,16,16,17,19,20,23,26,29,32,36,39,43,47,51,56,61,67,73,79,84,89,93,98,105,112,121,133,146,162,179,197,218,240,263,288,315,345,377,411,449,490,534,583,637,696,765,845,931,1019,1114,1222,1343,1479,1633,1809,2013,2247,2514,2817,3160,3547,3986,4483,5041,5659,6347,7111,7964,8924,10011,11243,12631,14167,15827,17575,19395,21301,23329,25534,27977,30644,33614,36851,40042,43247,46513,49948,53548,59115,64788,58333,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2028,268,27,13,8,7,6,6,5,5,5,5,5,6,6,8,9,10,11,13,14,14,15,16,16,17,18,20,23,25,29,32,35,39,42,46,50,55,61,66,72,78,83,88,92,97,103,110,119,131,144,159,176,194,215,236,259,284,311,340,371,405,442,482,526,574,627,685,753,832,917,1005,1099,1206,1327,1461,1613,1787,1987,2217,2479,2776,3112,3491,3921,4408,4957,5570,6250,7004,7840,8772,9822,11011,12345,13823,15426,17124,18905,20789,22813,25023,27474,30153,33133,36369,39578,42767,46039,49219,53045,57949,61230,55952,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2029,264,27,13,7,7,6,6,5,5,5,5,5,6,6,7,9,10,11,12,13,14,15,15,16,17,18,20,22,25,28,31,35,38,41,45,50,55,60,66,72,77,82,87,91,96,102,109,118,129,142,157,173,192,211,233,255,280,306,335,366,399,436,475,518,566,618,675,742,820,903,990,1084,1190,1310,1443,1593,1765,1962,2188,2446,2738,3068,3440,3861,4339,4878,5482,6155,6902,7726,8639,9660,10809,12096,13519,15062,16701,18432,20279,22279,24483,26938,29624,32605,35873,39121,42244,45399,48857,52853,57497,59911,59077,79167,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2030,260,27,13,7,7,6,6,5,5,5,5,5,6,6,7,9,10,11,12,13,14,14,15,16,16,18,20,22,25,28,31,34,38,41,45,49,54,59,65,71,76,81,86,90,95,100,107,116,127,140,154,171,189,208,229,252,276,302,330,360,393,430,469,511,558,609,666,732,808,890,976,1068,1173,1292,1425,1574,1744,1938,2161,2415,2702,3027,3392,3806,4275,4804,5397,6061,6800,7617,8518,9519,10637,11882,13255,14740,16318,17989,19784,21744,23924,26374,29062,32056,35351,38635,41779,44951,48302,51920,55791,59514,63958,83333,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2031,256,26,12,7,6,6,5,5,5,5,5,5,6,6,7,8,10,11,12,13,14,14,15,15,16,18,19,22,24,27,31,34,37,41,44,48,53,59,64,70,75,80,84,89,93,99,106,114,125,138,152,168,186,205,226,248,272,298,325,355,388,424,462,504,550,600,657,722,797,878,963,1053,1157,1275,1406,1554,1723,1915,2135,2386,2669,2988,3348,3755,4216,4736,5319,5972,6701,7509,8402,9390,10486,11699,13028,14461,15980,17588,19320,21227,23363,25786,28471,31474,34769,38067,41270,44533,47637,51072,54378,58467,59792,79167,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2032,253,25,12,7,6,6,5,5,5,4,5,5,5,6,7,8,9,11,12,13,13,14,15,15,16,17,19,21,24,27,30,33,37,40,44,48,53,58,64,69,75,79,84,88,92,97,104,113,123,136,150,166,184,203,223,245,268,294,321,350,383,418,456,497,543,592,648,712,786,866,950,1039,1141,1258,1388,1534,1701,1892,2110,2357,2636,2951,3306,3707,4161,4673,5246,5888,6606,7404,8288,9266,10348,11538,12833,14221,15686,17234,18902,20742,22819,25199,27859,30850,34147,37463,40679,44020,47141,50406,54602,59868,60581,66667,87500,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2033,249,25,12,7,6,6,5,5,5,5,4,5,5,6,7,8,9,11,12,12,13,14,14,15,16,17,19,21,24,27,30,33,36,40,43,47,52,57,63,68,74,78,83,87,91,96,103,111,122,134,148,164,181,200,220,242,265,290,317,346,377,412,450,490,535,585,639,702,776,855,937,1025,1126,1241,1370,1514,1680,1869,2084,2329,2605,2916,3266,3661,4109,4613,5178,5811,6517,7303,8176,9145,10218,11392,12662,14014,15433,16925,18532,20304,22311,24632,27240,30198,33499,36821,40087,43450,46621,49886,54700,60118,62218,55952,75000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2034,246,25,12,7,6,6,5,5,5,4,4,5,5,6,7,8,9,10,12,12,13,14,14,15,15,17,19,21,24,27,30,33,36,39,43,47,51,57,62,68,73,77,82,86,90,95,102,110,120,132,146,162,179,197,217,238,261,286,312,341,373,407,444,484,528,577,631,693,765,844,925,1012,1111,1225,1352,1495,1658,1846,2059,2301,2574,2881,3227,3617,4059,4557,5114,5738,6435,7209,8070,9028,10090,11254,12508,13835,15217,16660,18209,19917,21852,24095,26636,29546,32821,36129,39422,42765,46072,49507,53709,58755,60604,59077,79167,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
